"CaseMasterID","CaseNo","BriefFacts"
"2510","202602510","Case registered at Shivamogga PS 12 regarding criminal breach of trust. Investigation ongoing under IO Advaith."
"2511","202502511","Case registered at Bengaluru Rural PS 4 regarding gambling. Investigation ongoing under IO Vritti."
"2512","202502512","Case registered at Ramanagara PS 27 regarding sexual assault. Investigation ongoing under IO Amara."
"2513","202502513","Case registered at Dharwad PS 10 regarding robbery. Investigation ongoing under IO Wazir."
"2514","202402514","Case registered at Dakshina Kannada PS 32 regarding public nuisance. Investigation ongoing under IO Chaitanya."
"2515","202302515","Case registered at Belagavi PS 4 regarding gambling. Investigation ongoing under IO Kashvi."
"2516","202302516","Case registered at Vijayanagara PS 22 regarding dowry harassment. Investigation ongoing under IO Eshana."
"2517","202602517","Case registered at Chikkaballapur PS 27 regarding public nuisance. Investigation ongoing under IO Tripti."
"2518","202302518","Case registered at Ramanagara PS 2 regarding online fraud. Investigation ongoing under IO Omisha."
"2519","202602519","Case registered at Bengaluru Urban PS 107 regarding identity theft. Investigation ongoing under IO Jalsa."
"2520","202502520","Case registered at Tumakuru PS 23 regarding murder. Investigation ongoing under IO Mahika."
"2521","202502521","Case registered at Ramanagara PS 25 regarding grievous hurt. Investigation ongoing under IO Gautam."
"2522","202302522","Case registered at Vijayapura PS 18 regarding online fraud. Investigation ongoing under IO Xiti."
"2523","202602523","Case registered at Chikkamagaluru PS 16 regarding criminal breach of trust. Investigation ongoing under IO Hemang."
"2524","202302524","Case registered at Ballari PS 56 regarding identity theft. Investigation ongoing under IO Anya."
"2525","202402525","Case registered at Ballari PS 11 regarding gambling. Investigation ongoing under IO Yashodhara."
"2526","202602526","Case registered at Dakshina Kannada PS 23 regarding online fraud. Investigation ongoing under IO Anusha."
"2527","202502527","Case registered at Dharwad PS 17 regarding criminal breach of trust. Investigation ongoing under IO Odika."
"2528","202402528","Case registered at Bengaluru Urban PS 1 regarding online fraud. Investigation ongoing under IO Ekaraj."
"2529","202502529","Case registered at Davanagere PS 23 regarding identity theft. Investigation ongoing under IO Aarav."
"2530","202502530","Case registered at Chitradurga PS 14 regarding criminal breach of trust. Investigation ongoing under IO Nitara."
"2531","202502531","Case registered at Chikkamagaluru PS 17 regarding theft. Investigation ongoing under IO Warinder."
"2532","202302532","Case registered at Davanagere PS 14 regarding criminal breach of trust. Investigation ongoing under IO Yadavi."
"2533","202502533","Case registered at Hassan PS 27 regarding domestic violence. Investigation ongoing under IO Zarna."
"2534","202402534","Case registered at Raichur PS 10 regarding online fraud. Investigation ongoing under IO Chatura."
"2535","202302535","Case registered at Haveri PS 22 regarding gambling. Investigation ongoing under IO Noah."
"2536","202502536","Case registered at Udupi PS 11 regarding criminal breach of trust. Investigation ongoing under IO Lakshit."
"2537","202502537","Case registered at Chikkaballapur PS 15 regarding criminal breach of trust. Investigation ongoing under IO Xavier."
"2538","202502538","Case registered at Chikkaballapur PS 1 regarding sexual assault. Investigation ongoing under IO Vasatika."
"2539","202402539","Case registered at Mandya PS 10 regarding domestic violence. Investigation ongoing under IO Yauvani."
"2540","202402540","Case registered at Kalaburagi PS 16 regarding online fraud. Investigation ongoing under IO Kevin."
"2541","202402541","Case registered at Kolar PS 23 regarding dowry harassment. Investigation ongoing under IO Gautam."
"2542","202302542","Case registered at Vijayanagara PS 28 regarding sexual assault. Investigation ongoing under IO Fariq."
"2543","202502543","Case registered at Belagavi PS 11 regarding online fraud. Investigation ongoing under IO Harsh."
"2544","202602544","Case registered at Mysuru PS 31 regarding criminal breach of trust. Investigation ongoing under IO Keya."
"2545","202302545","Case registered at Ramanagara PS 9 regarding gambling. Investigation ongoing under IO Yashodhara."
"2546","202302546","Case registered at Bagalkot PS 17 regarding robbery. Investigation ongoing under IO Advay."
"2547","202302547","Case registered at Belagavi PS 1 regarding grievous hurt. Investigation ongoing under IO Jeremiah."
"2548","202502548","Case registered at Chikkaballapur PS 20 regarding cheating. Investigation ongoing under IO Yasti."
"2549","202302549","Case registered at Chikkamagaluru PS 23 regarding criminal breach of trust. Investigation ongoing under IO Krisha."
"2550","202402550","Case registered at Haveri PS 27 regarding identity theft. Investigation ongoing under IO Ekalinga."
"2551","202402551","Case registered at Mysuru PS 1 regarding cheating. Investigation ongoing under IO Bishakha."
"2552","202402552","Case registered at Shivamogga PS 2 regarding online fraud. Investigation ongoing under IO Jasmit."
"2553","202502553","Case registered at Koppal PS 28 regarding cheating. Investigation ongoing under IO Zaid."
"2554","202302554","Case registered at Kalaburagi PS 11 regarding robbery. Investigation ongoing under IO Abeer."
"2555","202502555","Case registered at Uttara Kannada PS 24 regarding public nuisance. Investigation ongoing under IO Avi."
"2556","202302556","Case registered at Udupi PS 9 regarding vehicle theft. Investigation ongoing under IO Kiaan."
"2557","202402557","Case registered at Vijayapura PS 3 regarding identity theft. Investigation ongoing under IO Udarsh."
"2558","202502558","Case registered at Bengaluru Urban PS 21 regarding murder. Investigation ongoing under IO Guneet."
"2559","202302559","Case registered at Chikkamagaluru PS 5 regarding attempt to murder. Investigation ongoing under IO Maanav."
"2560","202402560","Case registered at Bengaluru Rural PS 26 regarding theft. Investigation ongoing under IO Ekaraj."
"2561","202302561","Case registered at Bengaluru Rural PS 21 regarding public nuisance. Investigation ongoing under IO Qasim."
"2562","202502562","Case registered at Ballari PS 55 regarding gambling. Investigation ongoing under IO Nathaniel."
"2563","202502563","Case registered at Bidar PS 12 regarding robbery. Investigation ongoing under IO Aachal."
"2564","202602564","Case registered at Uttara Kannada PS 23 regarding grievous hurt. Investigation ongoing under IO Krisha."
"2565","202302565","Case registered at Bengaluru Urban PS 90 regarding sexual assault. Investigation ongoing under IO Alka."
"2566","202302566","Case registered at Mysuru PS 30 regarding cheating. Investigation ongoing under IO Akshay."
"2567","202302567","Case registered at Ramanagara PS 3 regarding attempt to murder. Investigation ongoing under IO Bahadurjit."
"2568","202302568","Case registered at Bengaluru Urban PS 15 regarding public nuisance. Investigation ongoing under IO Zayan."
"2569","202302569","Case registered at Kodagu PS 4 regarding dowry harassment. Investigation ongoing under IO Manthan."
"2570","202402570","Case registered at Chitradurga PS 24 regarding vehicle theft. Investigation ongoing under IO Vidhi."
"2571","202302571","Case registered at Bagalkot PS 17 regarding cheating. Investigation ongoing under IO Vasatika."
"2572","202502572","Case registered at Koppal PS 14 regarding dowry harassment. Investigation ongoing under IO Ekantika."
"2573","202302573","Case registered at Dakshina Kannada PS 6 regarding attempt to murder. Investigation ongoing under IO Vasudha."
"2574","202402574","Case registered at Bengaluru Rural PS 25 regarding cheating. Investigation ongoing under IO Hemang."
"2575","202302575","Case registered at Haveri PS 25 regarding burglary. Investigation ongoing under IO Ladli."
"2576","202602576","Case registered at Ramanagara PS 23 regarding murder. Investigation ongoing under IO Chameli."
"2577","202402577","Case registered at Haveri PS 19 regarding grievous hurt. Investigation ongoing under IO Banjeet."
"2578","202402578","Case registered at Bagalkot PS 1 regarding identity theft. Investigation ongoing under IO Leela."
"2579","202402579","Case registered at Vijayanagara PS 8 regarding murder. Investigation ongoing under IO Shaurya."
"2580","202302580","Case registered at Bengaluru Urban PS 95 regarding vehicle theft. Investigation ongoing under IO Oni."
"2581","202302581","Case registered at Kalaburagi PS 38 regarding gambling. Investigation ongoing under IO Kashvi."
"2582","202602582","Case registered at Dakshina Kannada PS 15 regarding burglary. Investigation ongoing under IO Dalbir."
"2583","202402583","Case registered at Belagavi PS 6 regarding public nuisance. Investigation ongoing under IO Kashish."
"2584","202302584","Case registered at Kalaburagi PS 52 regarding criminal breach of trust. Investigation ongoing under IO Urishilla."
"2585","202402585","Case registered at Kodagu PS 27 regarding burglary. Investigation ongoing under IO Garima."
"2586","202402586","Case registered at Vijayapura PS 15 regarding public nuisance. Investigation ongoing under IO Zashil."
"2587","202302587","Case registered at Kalaburagi PS 6 regarding robbery. Investigation ongoing under IO Aradhana."
"2588","202302588","Case registered at Uttara Kannada PS 23 regarding sexual assault. Investigation ongoing under IO Faras."
"2589","202502589","Case registered at Chamarajanagar PS 4 regarding grievous hurt. Investigation ongoing under IO Madhavi."
"2590","202302590","Case registered at Vijayapura PS 24 regarding grievous hurt. Investigation ongoing under IO Rajata."
"2591","202302591","Case registered at Uttara Kannada PS 26 regarding identity theft. Investigation ongoing under IO Benjamin."
"2592","202402592","Case registered at Hassan PS 2 regarding criminal breach of trust. Investigation ongoing under IO Omya."
"2593","202402593","Case registered at Mysuru PS 50 regarding burglary. Investigation ongoing under IO Jagrati."
"2594","202502594","Case registered at Ballari PS 5 regarding burglary. Investigation ongoing under IO Gunbir."
"2595","202502595","Case registered at Chamarajanagar PS 26 regarding dowry harassment. Investigation ongoing under IO Jackson."
"2596","202602596","Case registered at Chikkamagaluru PS 11 regarding identity theft. Investigation ongoing under IO Jagvi."
"2597","202502597","Case registered at Kodagu PS 19 regarding gambling. Investigation ongoing under IO Bakhshi."
"2598","202502598","Case registered at Ramanagara PS 22 regarding criminal breach of trust. Investigation ongoing under IO Warjas."
"2599","202302599","Case registered at Vijayapura PS 24 regarding gambling. Investigation ongoing under IO Chakradev."
"2600","202502600","Case registered at Ballari PS 7 regarding murder. Investigation ongoing under IO Dalbir."
"2601","202302601","Case registered at Haveri PS 29 regarding robbery. Investigation ongoing under IO Brinda."
"2602","202602602","Case registered at Bengaluru Rural PS 23 regarding robbery. Investigation ongoing under IO Urvi."
"2603","202402603","Case registered at Vijayapura PS 27 regarding public nuisance. Investigation ongoing under IO Robert."
"2604","202302604","Case registered at Ramanagara PS 13 regarding online fraud. Investigation ongoing under IO Aahana."
